Tomb Raider II 	1997	539	8.3	0.00001124	Tomb Raider II (1997) (VG)
Awesometown 	2005	539	7.7	0000000115	Awesometown (2005) (TV)
Our Wife 	1931	539	7.1	0.00012211	Our Wife (1931)
Psyhi vathia 	2009	539	6.9	0000012111	Psyhi vathia (2009)
Anna M. 	2007	539	6.7	0000013100	Anna M. (2007)
Guilty Conscience 	1985	539	6.7	0000012201	Guilty Conscience (1985) (TV)
Rappresaglia 	1973	539	6.4	0000022100	Rappresaglia (1973)
Besat 	1999	539	6.3	0000113100	Besat (1999)
Dragon Seed 	1944	539	6.2	0000122100	Dragon Seed (1944)
Mouse Trouble 	1944	538	7.8	0000002212	Mouse Trouble (1944)
Asphalt 	1929	538	7.4	0000002311	Asphalt (1929)
Adem 	2010	538	7.2	0000012211	Adem (2010)
Listen to Britain 	1942	538	7.2	0.00012211	Listen to Britain (1942)
Tapped 	2009	538	7.2	0000012211	Tapped (2009/I)
Pjevajte nesto ljubavno 	2007	538	7.1	0000001213	Pjevajte nesto ljubavno (2007)
Song jia huang chao 	1997	538	6.9	0000012211	Song jia huang chao (1997)
De grot 	2001	538	6.8	0000013200	De grot (2001)
Rome Adventure 	1962	538	6.5	0000111111	Rome Adventure (1962)
The Naked and the Dead 	1958	538	6.5	0000122100	The Naked and the Dead (1958)
Cialo 	2003	538	6.2	0000112101	Cialo (2003)
Price of Glory 	2000	538	6.0	0000111101	Price of Glory (2000)
The Hawaiians 	1970	538	6.0	0000121101	The Hawaiians (1970)
Wilt 	1990	538	6.0	0000122100	Wilt (1990)
Stephen Fry: The Secret Life of the Manic Depressive 	2006	537	8.2	00.0001213	Stephen Fry: The Secret Life of the Manic Depressive (2006) (TV)
Applause 	1929	537	7.3	0000001212	Applause (1929)
The Arrow 	1997	537	7.3	0000001212	The Arrow (1997) (TV)
Dog Star Man: Part II 	1963	537	6.7	0000011111	Dog Star Man: Part II (1963)
The General Died at Dawn 	1936	537	6.7	0000113200	The General Died at Dawn (1936)
Chokher Bali 	2003	537	6.5	0000011112	Chokher Bali (2003)
Courage of Lassie 	1946	537	6.2	0000122100	Courage of Lassie (1946)
For lung 	2010	537	6.2	0000122100	For lung (2010)
O drakos 	1956	536	7.9	0000001124	O drakos (1956)
The Body in the Library 	1984	536	7.4	0000012211	The Body in the Library (1984) (TV)
Tupac Shakur: Thug Angel 	2002	536	7.3	0000001114	Tupac Shakur: Thug Angel (2002)
Harry Potter and the Forbidden Journey 	2010	536	7.1	0000000006	Harry Potter and the Forbidden Journey (2010)
Twisted Nerve 	1968	536	7.0	0.00012201	Twisted Nerve (1968)
Monte Carlo 	1930	536	6.9	0000013111	Monte Carlo (1930)
A Man Called Peter 	1955	536	6.7	0000001112	A Man Called Peter (1955)
Fitzwilly 	1967	536	6.6	0000012101	Fitzwilly (1967)
Zena sa slomljenim nosem 	2010	536	6.5	0000011102	Zena sa slomljenim nosem (2010)
Born to Be Bad 	1934	536	6.2	0000122100	Born to Be Bad (1934)
Rainbow Brite and the Star Stealer 	1985	536	6.1	0000011103	Rainbow Brite and the Star Stealer (1985)
The Longest Journey 	1999	535	9.2	0000.00016	The Longest Journey (1999) (VG)
WrestleMania 23 	2007	535	7.6	0000001212	WrestleMania 23 (2007) (TV)
Gervaise 	1956	535	7.4	0000001311	Gervaise (1956)
51 Birch Street 	2005	535	7.3	0000001211	51 Birch Street (2005)
Rojo amanecer 	1990	535	7.3	0000000223	Rojo amanecer (1990)
405 	2000	535	7.1	0000002212	405 (2000)
El estudiante 	2009	535	6.9	0000001112	El estudiante (2009)
Primrose Path 	1940	535	6.9	0000013201	Primrose Path (1940)
Dennis P. 	2007	535	6.4	0000023100	Dennis P. (2007)
Jail 	2009	535	6.3	0000112101	Jail (2009)
Les portes de la gloire 	2001	535	6.2	0000122100	Les portes de la gloire (2001)
Cold Heaven 	1991	535	6.1	0001110002	Cold Heaven (1991)
The Concert for New York City 	2001	535	6.1	1000000102	The Concert for New York City (2001) (TV)
Roger Waters: In the Flesh Live 	2000	534	8.9	00.0000125	Roger Waters: In the Flesh Live (2000) (V)
Lonesome Ghosts 	1937	534	7.7	0000012212	Lonesome Ghosts (1937)
Gavaznha 	1976	534	7.5	0000001213	Gavaznha (1976)
Jestem 	2005	534	7.2	0000001222	Jestem (2005)
The Temptress 	1926	534	6.9	0000012201	The Temptress (1926)
Little Miss Marker 	1934	534	6.8	0000013201	Little Miss Marker (1934)
The Diary of a Chambermaid 	1946	534	6.8	.000023100	The Diary of a Chambermaid (1946)
Only Two Can Play 	1962	534	6.6	0000022200	Only Two Can Play (1962)
The Last of England 	1988	534	6.6	0000011102	The Last of England (1988)
Oggi a me... domani a te! 	1968	534	6.0	0000122100	Oggi a me... domani a te! (1968)
Anima Mundi 	1992	533	8.0	0000001212	Anima Mundi (1992)
Danger! 50,000 Zombies! 	2004	533	7.7	0000001213	Danger! 50,000 Zombies! (2004)
Ilektra 	1962	533	7.2	0000001212	Ilektra (1962/I)
Their First Mistake 	1932	533	7.2	0000012211	Their First Mistake (1932)
Za jia xiao zi 	1979	533	7.2	0000012212	Za jia xiao zi (1979)
Uahan segye 	2007	533	7.1	0000012201	Uahan segye (2007)
Pescuit sportiv 	2007	533	7.0	0000012211	Pescuit sportiv (2007)
Il mulino delle donne di pietra 	1960	533	6.8	0000112100	Il mulino delle donne di pietra (1960)
Shifting Sands 	1918	533	6.8	0000000303	Shifting Sands (1918)
Jesse Stone: Benefit of the Doubt 	2012	533	6.6	0000012101	Jesse Stone: Benefit of the Doubt (2012) (TV)
Whatever Lola Wants 	2007	533	6.6	0000012102	Whatever Lola Wants (2007)
Serial 	1980	533	6.5	0000011111	Serial (1980)
Goliath Awaits 	1981	533	6.2	0000111101	Goliath Awaits (1981) (TV)
The Night They Saved Christmas 	1984	533	6.0	0000011103	The Night They Saved Christmas (1984) (TV)
Machete Maidens Unleashed! 	2010	532	7.4	0000012311	Machete Maidens Unleashed! (2010)
Sagara Sangamam 	1983	532	7.4	0.00000025	Sagara Sangamam (1983)
Mirindas asesinas 	1991	532	7.0	0000012211	Mirindas asesinas (1991)
Viva Cuba 	2005	532	7.0	0000012211	Viva Cuba (2005)
Marple: Sleeping Murder 	2006	532	6.8	0000012101	Marple: Sleeping Murder (2006) (TV)
Eyes in the Night 	1942	532	6.7	0000023200	Eyes in the Night (1942)
Noksaek uija 	2005	532	6.6	0000112101	Noksaek uija (2005)
Orphans 	1987	532	6.6	0000011112	Orphans (1987)
Last Party 2000 	2001	532	6.4	1000011101	Last Party 2000 (2001)
Le Skylab 	2011	532	6.4	0000023100	Le Skylab (2011)
The Plight of Clownana 	2004	531	8.1	0000000007	The Plight of Clownana (2004)
Scaredy Cat 	1948	531	7.9	0000002211	Scaredy Cat (1948)
Bugs Bunny Gets the Boid 	1942	531	7.5	0000012211	Bugs Bunny Gets the Boid (1942)
Zaza 	1923	531	7.5	0..0000224	Zaza (1923)
City Streets 	1931	531	7.3	00.0012200	City Streets (1931)
Crime of the Century 	1996	531	7.1	0000012211	Crime of the Century (1996) (TV)
Snijeg 	2008	531	7.1	0000012112	Snijeg (2008)
The New Tenants 	2009	531	7.0	0000012211	The New Tenants (2009)
La leggenda del santo bevitore 	1988	531	6.9	0000012112	La leggenda del santo bevitore (1988)
Sands of the Kalahari 	1965	531	6.7	0000012212	Sands of the Kalahari (1965)
The Corndog Man 	1999	531	6.7	0000001211	The Corndog Man (1999)
Une corde, un Colt... 	1969	531	6.7	0000012111	Une corde, un Colt... (1969)
Above Us the Waves 	1955	531	6.6	0000113100	Above Us the Waves (1955)
Golden Earrings 	1947	531	6.5	0000112101	Golden Earrings (1947)
Sotto falso nome 	2004	531	6.4	0000022100	Sotto falso nome (2004)
Hannibal Brooks 	1969	531	6.2	0000122101	Hannibal Brooks (1969)
Man About Dog 	2004	531	6.2	0000012102	Man About Dog (2004)
Star Trek: Of Gods and Men 	2007	531	6.2	0000011102	Star Trek: Of Gods and Men (2007) (V)
Lorna 	1964	531	6.0	0000121101	Lorna (1964)
We Stand Alone Together 	2001	530	8.4	0000000124	We Stand Alone Together (2001) (TV)
Northwest Hounded Police 	1946	530	7.7	0000012211	Northwest Hounded Police (1946)
Le monde du silence 	1956	530	7.6	0000012211	Le monde du silence (1956)
Suryam 	2004	530	7.2	0000....09	Suryam (2004)
The Great Impostor 	1961	530	6.8	0000012211	The Great Impostor (1961)
The North Avenue Irregulars 	1979	530	6.3	0000011112	The North Avenue Irregulars (1979)
Prince of Persia 	1989	529	8.5	0000000124	Prince of Persia (1989) (VG)
Los Angeles Plays Itself 	2003	529	8.2	0000001222	Los Angeles Plays Itself (2003)
Space Odyssey: Voyage to the Planets 	2004	529	7.8	0000001222	Space Odyssey: Voyage to the Planets (2004) (TV)
Akai satsui 	1964	529	7.7	0000001311	Akai satsui (1964)
Night Owls 	1930	529	7.4	0000012301	Night Owls (1930)
The Rocking Horse Winner 	1949	529	7.4	0000002211	The Rocking Horse Winner (1949)
Armin 	2007	529	7.2	0000011101	Armin (2007)
Mi mejor enemigo 	2005	529	7.2	00.0012211	Mi mejor enemigo (2005)
Beef 	2003	529	7.1	0000012211	Beef (2003)
Cea mai fericita fata din lume 	2009	529	6.9	0000012201	Cea mai fericita fata din lume (2009)
Life Story 	1987	529	6.9	0000001113	Life Story (1987) (TV)
Smoking Room 	2002	529	6.7	0000012210	Smoking Room (2002)
The Divorce of Lady X 	1938	529	6.7	0000012211	The Divorce of Lady X (1938)
The Cowboy and the Lady 	1938	529	6.5	0000022100	The Cowboy and the Lady (1938)
The Combination 	2009	529	6.0	1000011101	The Combination (2009)
The Great Scout & Cathouse Thursday 	1976	529	6.0	0000112100	The Great Scout & Cathouse Thursday (1976)
No Distance Left to Run 	2010	528	7.9	0.00001222	No Distance Left to Run (2010)
Harishchandrachi Factory 	2009	528	7.3	0000000223	Harishchandrachi Factory (2009)
Chuchelo 	1984	528	7.2	0000001213	Chuchelo (1984)
El gezira 	2007	528	7.2	00.0001123	El gezira (2007)
Fuori dal mondo 	1999	528	7.2	0000002221	Fuori dal mondo (1999)
Adieu, poulet 	1975	528	6.9	0000013210	Adieu, poulet (1975)
Little Annie Rooney 	1925	528	6.8	0000001114	Little Annie Rooney (1925)
Jeg reiser alene 	2011	528	6.4	0000013100	Jeg reiser alene (2011)
The Wonderful Country 	1959	528	6.3	0000122100	The Wonderful Country (1959)
O Casamento de Romeu e Julieta 	2005	528	6.2	0000112100	O Casamento de Romeu e Julieta (2005)
Rainbow Six: Vegas 2 	2008	527	7.9	0000001212	Rainbow Six: Vegas 2 (2008) (VG)
Top wo Nerae! 	1988	527	7.9	0000001212	Top wo Nerae! (1988) (V)
The D.I. 	1957	527	7.2	0000011212	The D.I. (1957)
The Adventures of Huckleberry Finn 	1939	527	6.9	0000013200	The Adventures of Huckleberry Finn (1939)
Forever Amber 	1947	527	6.6	0000022101	Forever Amber (1947)
Kochegar 	2010	527	6.4	0000012101	Kochegar (2010)
The Purchase Price 	1932	527	6.3	0000122100	The Purchase Price (1932)
Le streghe 	1967	527	6.2	0000121001	Le streghe (1967)
U2: Zoo TV Live from Sydney 	1994	526	8.0	0000000115	U2: Zoo TV Live from Sydney (1994)
Limite 	1931	526	7.3	0000000113	Limite (1931)
Makdee 	2002	526	7.2	0.00001311	Makdee (2002)
Patti Smith: Dream of Life 	2008	526	7.0	0000012111	Patti Smith: Dream of Life (2008)
Super 8 Stories 	2001	526	6.6	0000012111	Super 8 Stories (2001)
Too Many Husbands 	1940	526	6.5	0000022100	Too Many Husbands (1940)
A Date with Judy 	1948	526	6.3	0000112101	A Date with Judy (1948)
The Stars Fell on Henrietta 	1995	526	6.2	0000112100	The Stars Fell on Henrietta (1995)
Fantozzi va in pensione 	1988	526	6.0	0000122000	Fantozzi va in pensione (1988)
Little Rural Riding Hood 	1949	525	7.5	0000012211	Little Rural Riding Hood (1949)
Monster in a Box 	1992	525	7.2	0000012211	Monster in a Box (1992)
The Man in the Glass Booth 	1975	525	7.2	0000001112	The Man in the Glass Booth (1975)
Blonde Crazy 	1931	525	7.1	0000012201	Blonde Crazy (1931)
Front Page Woman 	1935	525	6.7	0000012112	Front Page Woman (1935)
Whistle 	2002	525	6.6	0000122100	Whistle (2002)
Spork 	2010	525	6.2	0000001102	Spork (2010)
Super Mario Sunshine 	2002	524	8.3	0000001222	Super Mario Sunshine (2002) (VG)
Your Face 	1987	524	7.2	0000012211	Your Face (1987)
Ossos 	1997	524	6.8	0000011211	Ossos (1997)
Arme Riddere 	2011	524	6.7	0000013100	Arme Riddere (2011)
Rogue Cop 	1954	524	6.7	0000122200	Rogue Cop (1954)
Verlengd weekend 	2005	524	6.7	0000023100	Verlengd weekend (2005)
Wholetrain 	2006	524	6.7	0000012211	Wholetrain (2006)
A Romance of the Redwoods 	1917	524	6.6	0000005200	A Romance of the Redwoods (1917)
La semana del asesino 	1973	524	6.0	0000121100	La semana del asesino (1973)
Super Mario Kart 	1992	523	8.7	0000000223	Super Mario Kart (1992) (VG)
Fast Film 	2003	523	7.5	0000001221	Fast Film (2003)
Mr. Warmth: The Don Rickles Project 	2007	523	7.5	0000001212	Mr. Warmth: The Don Rickles Project (2007)
Adam barfi 	1995	523	7.2	0000012111	Adam barfi (1995)
El secdleto de la tlompeta 	1995	523	7.2	0000001212	El secdleto de la tlompeta (1995)
Hao nan hao nu 	1995	523	7.2	0000011112	Hao nan hao nu (1995)
How Harry Became a Tree 	2001	523	6.8	0000012201	How Harry Became a Tree (2001)
Dog Star Man: Part IV 	1964	523	6.7	0000011111	Dog Star Man: Part IV (1964)
God Afton, Herr Wallenberg 	1990	523	6.7	0000012101	God Afton, Herr Wallenberg (1990)
The Password Is Courage 	1962	523	6.6	0000012101	The Password Is Courage (1962)
Ketabe ghanouin 	2009	523	6.3	0000012101	Ketabe ghanouin (2009)
11 Harrowhouse 	1974	523	6.2	0000122100	11 Harrowhouse (1974)
Reversible Errors 	2004	523	6.2	0000122100	Reversible Errors (2004) (TV)
Bank Bang 	2008	523	6.1	0000122100	Bank Bang (2008)
The 70th Annual Academy Awards 	1998	523	6.0	2000001102	The 70th Annual Academy Awards (1998) (TV)
A Wish for Wings That Work 	1991	522	7.6	0000001123	A Wish for Wings That Work (1991) (TV)
Niji no megami 	2006	522	7.2	0000002211	Niji no megami (2006)
Ni vu, ni connu 	1958	522	7.1	0000011212	Ni vu, ni connu (1958)
Protektor 	2009	522	7.1	0000012211	Protektor (2009)
Zombie Beach 	2010	522	7.0	0000000016	Zombie Beach (2010)
Are You the Favorite Person of Anybody? 	2005	522	6.9	0000012211	Are You the Favorite Person of Anybody? (2005)
Asfour Stah 	1990	522	6.9	0000012210	Asfour Stah (1990)
The Chimp 	1932	522	6.8	0000022201	The Chimp (1932)
Sanguepazzo 	2008	522	6.3	0000122101	Sanguepazzo (2008)
Plymouth Adventure 	1952	522	6.2	0000122100	Plymouth Adventure (1952)
Winter Soldier 	1972	521	8.1	0000000223	Winter Soldier (1972)
Bulletstorm 	2011	521	8.0	0000001222	Bulletstorm (2011) (VG)
Autism: The Musical 	2007	521	7.9	0000001114	Autism: The Musical (2007)
Cudesna suma 	1986	521	7.2	0000001115	Cudesna suma (1986)
Zan xian sheng yu zhao qian Hua 	1978	521	7.2	0000001212	Zan xian sheng yu zhao qian Hua (1978)
Fai seung dat yin 	1998	521	7.0	0000002211	Fai seung dat yin (1998)
Perfect Strangers 	1945	521	7.0	0000012211	Perfect Strangers (1945)
Blue Planet 	1990	521	6.9	0000012211	Blue Planet (1990)
Tsiou... 	2005	521	6.9	0000002211	Tsiou... (2005)
Burakku jakku 	1996	521	6.8	0000013201	Burakku jakku (1996)
Pi li shi jie 	1985	521	6.8	0000123100	Pi li shi jie (1985)
Hu die 	2004	521	6.6	0000012211	Hu die (2004)
My Suicide 	2009	521	6.6	0000001113	My Suicide (2009)
Khanei ruye ab 	2003	521	6.4	0000001111	Khanei ruye ab (2003)
Sendul Saban 	1985	521	6.3	0000122001	Sendul Saban (1985)
The Debut 	2000	521	6.3	0000012102	The Debut (2000)
Lyubov v bolshom gorode 	2009	521	6.2	0000112101	Lyubov v bolshom gorode (2009)
Bijo to Ekitainingen 	1958	521	6.0	0000121101	Bijo to Ekitainingen (1958)
Special Bulletin 	1983	520	8.0	0000001222	Special Bulletin (1983) (TV)
Mercedes mon amour 	1992	520	7.2	0000001222	Mercedes mon amour (1992)
Herr Arnes pengar 	1919	520	7.1	2000001211	Herr Arnes pengar (1919)
Naseeb 	1981	520	7.0	0000012111	Naseeb (1981)
Mrs. Parkington 	1944	520	6.8	0000012210	Mrs. Parkington (1944)
Whity 	1971	520	6.8	0000112101	Whity (1971)
Be Big! 	1931	520	6.6	0000023100	Be Big! (1931)
Polizei 	1988	520	6.6	0000112102	Polizei (1988)
Hotel 	1967	520	6.5	0000122101	Hotel (1967)
Manhatta 	1921	520	6.5	0000122100	Manhatta (1921)
The Mighty Celt 	2005	520	6.4	0000011102	The Mighty Celt (2005)
The Night Walker 	1964	520	6.3	0000122101	The Night Walker (1964)
Contact High 	2009	520	6.2	0000011211	Contact High (2009)
Lies My Mother Told Me 	2005	520	6.2	0000112002	Lies My Mother Told Me (2005) (TV)
La vie promise 	2002	520	6.1	0000022100	La vie promise (2002)
Pink Narcissus 	1971	520	6.1	0000011112	Pink Narcissus (1971)
Your Studio and You 	1995	519	7.4	0000001113	Your Studio and You (1995)
Baburugamu kuraishisu 	1987	519	7.2	0000001112	Baburugamu kuraishisu (1987) (V)
Piano piano bacaksiz 	1991	519	7.2	0000001222	Piano piano bacaksiz (1991)
I Met the Walrus 	2007	519	7.1	0000012211	I Met the Walrus (2007)
Maman est chez le coiffeur 	2008	519	7.0	0000002211	Maman est chez le coiffeur (2008) (TV)
Perinbaba 	1985	519	7.0	0000001114	Perinbaba (1985)
Ask Father 	1919	519	6.9	0000023200	Ask Father (1919)
Number, Please? 	1920	519	6.9	0000113200	Number, Please? (1920)
Tony Arzenta 	1973	519	6.8	0000012102	Tony Arzenta (1973)
Eyes of Youth 	1919	519	6.7	0000007100	Eyes of Youth (1919)
La vida es silbar 	1998	519	6.7	0000012211	La vida es silbar (1998)
White Line Fever 	1975	519	6.1	0000121101	White Line Fever (1975)
The Christmas Toy 	1986	518	8.0	0000000114	The Christmas Toy (1986) (TV)
Battlefield: Bad Company 	2008	518	7.9	00.0001312	Battlefield: Bad Company (2008) (VG)
We Were Here 	2011	518	7.9	0000001312	We Were Here (2011/I)
La religieuse 	1966	518	7.5	0000001211	La religieuse (1966)
Megane 	2007	518	7.2	0000002211	Megane (2007)
Sayangkoldong yangkwajajeom aentikeu 	2008	518	7.1	0000012111	Sayangkoldong yangkwajajeom aentikeu (2008)
Miracle in the Rain 	1956	518	6.8	0000011112	Miracle in the Rain (1956)
Presidential Reunion 	2010	518	6.6	0000011102	Presidential Reunion (2010) (V)
Bumazhnyy soldat 	2008	518	6.2	1000011101	Bumazhnyy soldat (2008)
Three Dollars 	2005	518	6.2	0000111100	Three Dollars (2005)
Tough Luck 	2003	518	6.1	0000121101	Tough Luck (2003)
Talk of Angels 	1998	518	6.0	0000111100	Talk of Angels (1998)
The Gay Shoe Clerk 	1903	518	6.0	0000132000	The Gay Shoe Clerk (1903)
Popeye the Sailor 	1933	517	7.7	0000002212	Popeye the Sailor (1933)
Giorgino 	1994	517	7.2	0000001114	Giorgino (1994)
Thanmathra 	2005	517	7.2	0000000223	Thanmathra (2005)
Jet Boy 	2001	517	7.1	0000001112	Jet Boy (2001)
Contraband 	1940	517	7.0	0000012210	Contraband (1940)
Duze zwierze 	2000	517	6.9	0000012211	Duze zwierze (2000)
One Special Night 	1999	517	6.9	0000001112	One Special Night (1999) (TV)
Dog Star Man: Part III 	1964	517	6.7	0000012101	Dog Star Man: Part III (1964)
The Trojan Women 	1971	517	6.7	0000011111	The Trojan Women (1971)
Cremaster 2 	1999	517	6.6	0000111111	Cremaster 2 (1999)
Viola di mare 	2009	517	6.6	0000012111	Viola di mare (2009)
Hors Satan 	2011	517	6.5	0000012101	Hors Satan (2011)
Parked 	2010	517	6.5	0000012112	Parked (2010/III)
The Journey of August King 	1995	517	6.3	0000012101	The Journey of August King (1995)
Intimate Relations 	1996	517	6.2	0000122100	Intimate Relations (1996)
100 Years at the Movies 	1994	516	8.0	0000001213	100 Years at the Movies (1994) (TV)
The Sandman 	1991	516	7.5	00.0011212	The Sandman (1991)
Symbiopsychotaxiplasm: Take One 	1968	516	7.2	0000011211	Symbiopsychotaxiplasm: Take One (1968)
The Man Who Could Work Miracles 	1936	516	7.1	0000012211	The Man Who Could Work Miracles (1936)
Asthram 	2006	516	7.0	0000000..9	Asthram (2006)
Cekaj me, ja sigurno necu doci 	2009	516	7.0	0000011112	Cekaj me, ja sigurno necu doci (2009)
Moontide 	1942	516	7.0	0000013201	Moontide (1942)
Brotherhood of the Rose 	1989	516	6.5	0000011112	Brotherhood of the Rose (1989) (TV)
Where Have All the People Gone 	1974	516	6.4	0000111101	Where Have All the People Gone (1974) (TV)
Quentin Durward 	1955	516	6.3	0000122100	Quentin Durward (1955)
Symphonie diagonale 	1924	516	6.3	0000122100	Symphonie diagonale (1924)
The Suspicions of Mr Whicher 	2011	516	6.3	0000122100	The Suspicions of Mr Whicher (2011) (TV)
Bai fa mo nu zhuan II 	1994	516	6.2	0000121101	Bai fa mo nu zhuan II (1994)
The Missiles of October 	1974	515	8.2	0000001223	The Missiles of October (1974) (TV)
My Best Girl 	1927	515	7.5	0000001212	My Best Girl (1927)
Wolfsburg 	2003	515	7.1	0000002210	Wolfsburg (2003)
Pane, amore e fantasia 	1953	515	6.8	0000013200	Pane, amore e fantasia (1953)
It Happened Here 	1965	515	6.7	0000012201	It Happened Here (1965)
Nancy Drew... Reporter 	1939	515	6.6	0000122101	Nancy Drew... Reporter (1939)
Anaza hevun 	2000	515	6.2	0000121101	Anaza hevun (2000)
Blood Tea and Red String 	2006	515	6.2	0000011111	Blood Tea and Red String (2006)
The Human Tornado 	1976	515	6.1	0000111102	The Human Tornado (1976)
Spyro the Dragon 	1998	514	8.7	000.000115	Spyro the Dragon (1998) (VG)
Parrot Sketch Not Included: Twenty Years of Monty Python 	1989	514	8.3	00.0001222	Parrot Sketch Not Included: Twenty Years of Monty Python (1989) (TV)
Gam gai 	2002	514	7.2	0000002211	Gam gai (2002)
Romeos 	2011	514	7.1	0000002211	Romeos (2011)
Bumping Into Broadway 	1919	514	7.0	0.00023200	Bumping Into Broadway (1919)
Enjeru dasuto 	1994	514	6.9	0000012111	Enjeru dasuto (1994)
Un franco, 14 pesetas 	2006	514	6.9	0000012211	Un franco, 14 pesetas (2006)
Sweet November 	1968	514	6.8	0000011113	Sweet November (1968)
The Great Waltz 	1938	514	6.6	0000012101	The Great Waltz (1938)
Cheut ai kup gei 	2007	514	6.5	0000022100	Cheut ai kup gei (2007)
The Three Amigos 	2003	514	6.3	0000011102	The Three Amigos (2003) (TV)
Le nouveau protocole 	2008	514	6.1	0000122100	Le nouveau protocole (2008)
Tetris 	1989	513	8.9	0000000125	Tetris (1989) (VG)
A Plumbing We Will Go 	1940	513	8.0	0000001113	A Plumbing We Will Go (1940)
Puss Gets the Boot 	1940	513	7.7	0000002212	Puss Gets the Boot (1940)
To tango ton Hristougennon 	2011	513	7.5	0000002211	To tango ton Hristougennon (2011)
uristen@menny.hu 	2000	513	7.5	0000001113	uristen@menny.hu (2000)
The Soul of a Man 	2003	513	7.3	0000002211	The Soul of a Man (2003)
Bombay Beach 	2011	513	6.9	0000012211	Bombay Beach (2011)
Poll 	2010	513	6.9	0000012211	Poll (2010)
I crudeli 	1967	513	6.7	0000012200	I crudeli (1967)
Mr. Untouchable 	2007	513	6.6	0000112101	Mr. Untouchable (2007)
Cry Wolf 	1947	513	6.4	0000122100	Cry Wolf (1947)
Le roi du maquillage 	1904	513	6.4	0000122100	Le roi du maquillage (1904)
Sono pazzo di Iris Blond 	1996	513	6.2	0000132100	Sono pazzo di Iris Blond (1996)
Icon 	2005	513	6.0	0001111001	Icon (2005) (TV)
Bob Hope Winterfest Christmas Show 	1987	512	8.6	0.00000017	Bob Hope Winterfest Christmas Show (1987) (TV)
ECW One Night Stand 	2005	512	8.5	00.0000125	ECW One Night Stand (2005) (TV)
Muhammad: Legacy of a Prophet 	2002	512	8.3	1000000006	Muhammad: Legacy of a Prophet (2002)
In God We Trust 	2000	512	8.0	0000001212	In God We Trust (2000)
Janice Meredith 	1924	512	7.4	0000000224	Janice Meredith (1924)
Snezhnaya koroleva 	1957	512	7.3	0000001213	Snezhnaya koroleva (1957)
My Beautiful Son 	2001	512	7.2	0000002212	My Beautiful Son (2001) (TV)
Devlet kusu 	1980	512	7.1	0000013102	Devlet kusu (1980)
Xiang ri kui 	2005	512	7.1	0000012211	Xiang ri kui (2005)
The Story of Robin Hood and His Merrie Men 	1952	512	6.7	0.00012101	The Story of Robin Hood and His Merrie Men (1952)
Stone 	1974	512	6.5	0000012102	Stone (1974)
Blackbeard, the Pirate 	1952	512	6.0	0000221100	Blackbeard, the Pirate (1952)
Faintheart 	2008	512	6.0	0000121101	Faintheart (2008)
White Stripes: Under Blackpool Lights 	2004	511	8.8	0.00000125	White Stripes: Under Blackpool Lights (2004) (V)
Unprecedented: The 2000 Presidential Election 	2002	511	7.9	0000001122	Unprecedented: The 2000 Presidential Election (2002)
Magical Maestro 	1952	511	7.7	0000001213	Magical Maestro (1952)
Midnight Mary 	1933	511	7.0	0000013210	Midnight Mary (1933)
Ad ogni costo 	1967	511	6.9	0000012201	Ad ogni costo (1967)
Privilege 	1967	511	6.8	0000011211	Privilege (1967)
Jean Charles 	2009	511	6.5	0000022100	Jean Charles (2009)
Ma petite entreprise 	1999	511	6.4	0000123100	Ma petite entreprise (1999)
Yolki 2 	2011	511	6.2	0000011101	Yolki 2 (2011)
Gardener of Eden 	2007	511	6.1	0000122101	Gardener of Eden (2007)
The River Rat 	1984	511	6.0	0000122100	The River Rat (1984)
Klay World: Off the Table 	2005	510	8.8	0000000007	Klay World: Off the Table (2005) (V)
Three Little Bops 	1957	510	7.9	0000001212	Three Little Bops (1957)
It Started with Eve 	1941	510	7.4	0000001212	It Started with Eve (1941)
Die Musterknaben 	1997	510	7.2	0000012211	Die Musterknaben (1997)
Seulpeumboda deo seulpeun Iyagi 	2009	510	7.2	0000001113	Seulpeumboda deo seulpeun Iyagi (2009)
Das blaue Licht 	1932	510	6.9	0000012101	Das blaue Licht (1932)
Jin yu man tang 	1995	510	6.9	0000013210	Jin yu man tang (1995)
Hagane no renkinjutsushi: Mirosu no seinaru hoshi 	2011	510	6.8	0000012201	Hagane no renkinjutsushi: Mirosu no seinaru hoshi (2011)
Knight Without Armour 	1937	510	6.8	0000013100	Knight Without Armour (1937)
Mission Galactica: The Cylon Attack 	1979	510	6.7	0000012102	Mission Galactica: The Cylon Attack (1979) (TV)
Operetta tanuki goten 	2005	510	6.7	0000011111	Operetta tanuki goten (2005)
Huang jia shi jie 	1985	510	6.6	0000112101	Huang jia shi jie (1985)
The True Story of Jesse James 	1957	510	6.3	0000122100	The True Story of Jesse James (1957)
The Other Side of the Mountain 	1975	510	6.2	0000111101	The Other Side of the Mountain (1975)
Right on Track 	2003	510	6.1	0000011103	Right on Track (2003) (TV)
Chawu 	2009	510	6.0	0000121101	Chawu (2009)
Legalese 	1998	510	6.0	0000122100	Legalese (1998) (TV)
Lego Batman: The Videogame 	2008	509	8.1	0000001212	Lego Batman: The Videogame (2008) (VG)
Plastic Bag 	2009	509	7.9	0000001222	Plastic Bag (2009)
Au bout du monde 	2000	509	7.4	0000011212	Au bout du monde (2000)
Way Out West 	1930	509	7.2	0000000016	Way Out West (1930)
